64,8,07,0.000000,0.023574,0.000165,0.000131,0.023742;

64,8,03,0.000000,0.023786,0.000244,0.000214,0.024034;

64,8,04,0.000000,0.023611,0.000222,0.000190,0.023837;

64,8,05,0.000000,0.023616,0.000204,0.000171,0.023823;

64,8,01,0.000000,0.023784,0.000276,0.000252,0.024064;

64,8,02,0.000000,0.023783,0.000262,0.000235,0.024050;

64,8,00,0.025500,0.000073,0.000378,0.000361,0.025971;

64,16,15,0.000000,0.001482,0.000314,0.000257,0.001808;

64,16,13,0.000000,0.001470,0.000380,0.000317,0.001864;

64,16,14,0.000000,0.001482,0.000344,0.000272,0.001838;

64,16,12,0.000000,0.001474,0.000425,0.000358,0.001906;

64,16,11,0.000000,0.001475,0.000453,0.000384,0.001937;

64,16,10,0.000000,0.001477,0.000471,0.000408,0.001961;

64,16,09,0.000000,0.001479,0.000504,0.000443,0.001999;

64,16,08,0.000000,0.001474,0.000541,0.000473,0.002030;

64,16,07,0.000000,0.001498,0.000582,0.000529,0.002088;

64,16,06,0.000000,0.001500,0.000722,0.000656,0.002231;

64,16,05,0.000000,0.001497,0.000755,0.000688,0.002255;

64,16,04,0.000000,0.001510,0.000774,0.000707,0.002291;

64,16,03,0.000000,0.001503,0.000805,0.000736,0.002317;

64,16,02,0.000000,0.001493,0.000836,0.000768,0.002335;

64,16,01,0.000000,0.001500,0.000867,0.000816,0.002372;

64,16,00,0.002524,0.000066,0.000906,0.000867,0.003517;

64,32,31,0.000000,0.000037,0.000692,0.000597,0.000732;

64,32,30,0.000000,0.000035,0.002431,0.002325,0.002469;

64,32,29,0.000000,0.000036,0.006716,0.006625,0.006755;

64,32,28,0.000000,0.000034,0.012426,0.012334,0.012464;

64,32,27,0.000000,0.000037,0.019194,0.019104,0.019234;

64,32,26,0.000000,0.000034,0.027070,0.026973,0.027108;

64,32,25,0.000000,0.009780,0.030585,0.030476,0.040369;

64,32,24,0.000000,0.022056,0.030668,0.030568,0.052728;

64,32,23,0.000000,0.031697,0.030730,0.030620,0.062433;

64,32,22,0.000000,0.039810,0.030862,0.030737,0.070681;

64,32,21,0.000000,0.047091,0.030933,0.030809,0.078028;

64,32,20,0.000000,0.057574,0.030998,0.030879,0.088580;

64,32,19,0.000000,0.067517,0.031072,0.030949,0.098596;

64,32,18,0.000000,0.077181,0.031140,0.031018,0.108327;

64,32,17,0.000000,0.093278,0.031212,0.031093,0.124497;

64,32,16,0.000000,0.106763,0.031292,0.031165,0.138064;

64,32,15,0.000000,0.000087,0.016958,0.016831,0.017048;

64,32,14,0.000000,0.000085,0.014527,0.014399,0.014615;

64,32,13,0.000000,0.000047,0.005787,0.005653,0.005836;

64,32,12,0.000000,0.000110,0.024911,0.024774,0.025026;

64,32,11,0.000000,0.000092,0.019533,0.019385,0.019628;

64,32,10,0.000000,0.000047,0.007587,0.007442,0.007638;

64,32,09,0.000000,0.000049,0.004572,0.004439,0.004624;

64,32,08,0.000000,0.000051,0.009593,0.009459,0.009647;

